id	universe	path_or_case	classification	owner_candidate	status	evidence	note
surface:emoji.pencil	surface-wide-provisional	emoji.pencil	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.pick	surface-wide-provisional	emoji.pick	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.plate	surface-wide-provisional	emoji.plate	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.playback	surface-wide-provisional	emoji.playback	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.playingcard	surface-wide-provisional	emoji.playingcard	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.post	surface-wide-provisional	emoji.post	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.printer	surface-wide-provisional	emoji.printer	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.prints	surface-wide-provisional	emoji.prints	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.projector	surface-wide-provisional	emoji.projector	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.pumpkin	surface-wide-provisional	emoji.pumpkin	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.quest	surface-wide-provisional	emoji.quest	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.radio	surface-wide-provisional	emoji.radio	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.radioactive	surface-wide-provisional	emoji.radioactive	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.railway	surface-wide-provisional	emoji.railway	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.recycling	surface-wide-provisional	emoji.recycling	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.reg	surface-wide-provisional	emoji.reg	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.rosette	surface-wide-provisional	emoji.rosette	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.sa	surface-wide-provisional	emoji.sa	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.santa	surface-wide-provisional	emoji.santa	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.satellite	surface-wide-provisional	emoji.satellite	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.scales	surface-wide-provisional	emoji.scales	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.scissors	surface-wide-provisional	emoji.scissors	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.shell	surface-wide-provisional	emoji.shell	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.shield	surface-wide-provisional	emoji.shield	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.shirt	surface-wide-provisional	emoji.shirt	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.shopping	surface-wide-provisional	emoji.shopping	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.shrine	surface-wide-provisional	emoji.shrine	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.shuku	surface-wide-provisional	emoji.shuku	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.sign	surface-wide-provisional	emoji.sign	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.skewer	surface-wide-provisional	emoji.skewer	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.skiing	surface-wide-provisional	emoji.skiing	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.slider	surface-wide-provisional	emoji.slider	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.snowboarding	surface-wide-provisional	emoji.snowboarding	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.snowflake	surface-wide-provisional	emoji.snowflake	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.snowman	surface-wide-provisional	emoji.snowman	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.sparkle	surface-wide-provisional	emoji.sparkle	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.sparkles	surface-wide-provisional	emoji.sparkles	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.speaker	surface-wide-provisional	emoji.speaker	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.spider	surface-wide-provisional	emoji.spider	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.spiderweb	surface-wide-provisional	emoji.spiderweb	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.square	surface-wide-provisional	emoji.square	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.stadium	surface-wide-provisional	emoji.stadium	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.star	surface-wide-provisional	emoji.star	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.store	surface-wide-provisional	emoji.store	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.suit	surface-wide-provisional	emoji.suit	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.sun	surface-wide-provisional	emoji.sun	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.surfing	surface-wide-provisional	emoji.surfing	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.swimming	surface-wide-provisional	emoji.swimming	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.swords	surface-wide-provisional	emoji.swords	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.tent	surface-wide-provisional	emoji.tent	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.thermometer	surface-wide-provisional	emoji.thermometer	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.thumb	surface-wide-provisional	emoji.thumb	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.ticket	surface-wide-provisional	emoji.ticket	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.tm	surface-wide-provisional	emoji.tm	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.tornado	surface-wide-provisional	emoji.tornado	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.tower	surface-wide-provisional	emoji.tower	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.trackball	surface-wide-provisional	emoji.trackball	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.trafficlight	surface-wide-provisional	emoji.trafficlight	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.transgender	surface-wide-provisional	emoji.transgender	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.tray	surface-wide-provisional	emoji.tray	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.treasure	surface-wide-provisional	emoji.treasure	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.tree	surface-wide-provisional	emoji.tree	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.triangle	surface-wide-provisional	emoji.triangle	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.trombone	surface-wide-provisional	emoji.trombone	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.trophy	surface-wide-provisional	emoji.trophy	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.tv	surface-wide-provisional	emoji.tv	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.umbrella	surface-wide-provisional	emoji.umbrella	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.urn	surface-wide-provisional	emoji.urn	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.warning	surface-wide-provisional	emoji.warning	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.watch	surface-wide-provisional	emoji.watch	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.weightlifting	surface-wide-provisional	emoji.weightlifting	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.wind	surface-wide-provisional	emoji.wind	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.yubi	surface-wide-provisional	emoji.yubi	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emoji.zodiac	surface-wide-provisional	emoji.zodiac	MISSING_MEMBER	owner for stdlib `emoji`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:emph	surface-wide-provisional	emph	UNVERIFIED_METADATA	owner for stdlib `emph`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
